index;Alloy name;Al;Co;Fe;Ni;Si;Cr;Mn;Nb;Mo;Ti;Cu;V;Zr;Ta;Hf;W;PROPERTY: Microstructure;PROPERTY: Processing method;PROPERTY: Calculated Density (g/cm$^3$);PROPERTY: Type of test;PROPERTY: YS (MPa);Smix;am;Tm;Xm;rm;dX;da;dT;dr
486;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC B2;POWDER;6.7;C;1287;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
487;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC B2;POWDER;6.7;C;1286;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
488;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC B2;POWDER;6.7;C;1390;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
489;Al1 Co1 Cr1 Fe1 Ni1;0.2;0.2;0.2;0.2;;0.2;;;;;;;;;;;BCC B2;POWDER;6.7;C;1626;13.37442905;3.168;1673;1.778;1.482;0.120565335;0.543816145;396.6126574;0.10900308
490;Co0.25 Cr0.25 Fe1 Mn1;;0.1;0.4;;;0.1;0.4;;;;;;;;;;FCC;CAST;7.7;T;213;9.91839721;5.25;1720.2;1.706;1.586;0.138289551;2.990217383;190.9438661;0.024289231
491;Co0.25 Cr0.25 Fe1 Mn1;;0.1;0.4;;;0.1;0.4;;;;;;;;;;FCC;CAST;7.7;T;393;9.91839721;5.25;1720.2;1.706;1.586;0.138289551;2.990217383;190.9438661;0.024289231
492;Co0.25 Cr0.25 Fe1 Mn1;;0.1;0.4;;;0.1;0.4;;;;;;;;;;FCC;WROUGHT;7.7;T;792;9.91839721;5.25;1720.2;1.706;1.586;0.138289551;2.990217383;190.9438661;0.024289231
493;Co0.25 Cr0.25 Fe1 Mn1;;0.1;0.4;;;0.1;0.4;;;;;;;;;;FCC;WROUGHT;7.7;T;559;9.91839721;5.25;1720.2;1.706;1.586;0.138289551;2.990217383;190.9438661;0.024289231
494;Co0.25 Cr0.25 Fe1 Mn1;;0.1;0.4;;;0.1;0.4;;;;;;;;;;FCC;WROUGHT;7.7;T;512;9.91839721;5.25;1720.2;1.706;1.586;0.138289551;2.990217383;190.9438661;0.024289231
495;Co0.25 Cr0.25 Fe1 Mn1;;0.1;0.4;;;0.1;0.4;;;;;;;;;;FCC;WROUGHT;7.7;T;476;9.91839721;5.25;1720.2;1.706;1.586;0.138289551;2.990217383;190.9438661;0.024289231
496;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;353;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
497;Al0.5 Nb1 Ta0.5 Ti1 Zr1;0.125;;;;;;;0.25;;0.25;;;0.25;0.125;;;BCC ++;WROUGHT;7.3;C;1500;12.96011941;3.2875;2232;1.50625;1.8475;0.107696042;0.316454973;663.295937;0.149408473
498;Al0.5 Nb1 Ta0.5 Ti1 Zr1;0.125;;;;;;;0.25;;0.25;;;0.25;0.125;;;BCC ++;WROUGHT;7.3;C;1200;12.96011941;3.2875;2232;1.50625;1.8475;0.107696042;0.316454973;663.295937;0.149408473
499;Al0.5 Nb1 Ta0.5 Ti1 Zr1;0.125;;;;;;;0.25;;0.25;;;0.25;0.125;;;BCC ++;WROUGHT;7.3;C;2100;12.96011941;3.2875;2232;1.50625;1.8475;0.107696042;0.316454973;663.295937;0.149408473
500;Al0.5 Nb1 Ta0.5 Ti1 Zr1;0.125;;;;;;;0.25;;0.25;;;0.25;0.125;;;BCC ++;WROUGHT;7.3;C;1740;12.96011941;3.2875;2232;1.50625;1.8475;0.107696042;0.316454973;663.295937;0.149408473
501;Al0.5 Nb1 Ta0.5 Ti1 Zr1;0.125;;;;;;;0.25;;0.25;;;0.25;0.125;;;BCC ++;WROUGHT;7.3;C;1630;12.96011941;3.2875;2232;1.50625;1.8475;0.107696042;0.316454973;663.295937;0.149408473
502;Mo1 Nb1 Ta1 W1;;;;;;;;0.25;0.25;;;;;0.25;;0.25;BCC;POWDER;13.7;C;1217;11.52010614;3.225;3156.5;1.91;1.9525;0.367287353;0.075332596;370.2313466;0.020285505
503;Mo1 Nb1 Si0.25 Ta1 W1;;;;;0.059;;;0.235;0.235;;;;;0.235;;0.235;BCC ++;POWDER;12.9;C;1826;12.6998608;3.35187;3066.407;1.9075;1.90084;0.35611121;0.524655669;499.3914291;0.106372283
504;Mo1 Nb1 Si0.5 Ta1 W1;;;;;0.111;;;0.222;0.222;;;;;0.222;;0.222;BCC ++;POWDER;12.2;C;1883;13.13405602;3.46653;2989.785;1.90698;1.85703;0.346128165;0.696255146;579.6149639;0.143920809
505;Mo1 Nb1 Si0.75 Ta1 W1;;;;;0.158;;;0.211;0.211;;;;;0.211;;0.211;BCC ++;POWDER;11.6;C;2483;13.33516096;3.57984;2930;1.91224;1.82329;0.337466304;0.807407879;636.1435813;0.169758901
506;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;1199.26;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
507;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;1269.23;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
508;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;1371.21;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
509;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;1362.74;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
510;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;1241.81;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
511;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;930.3;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
512;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;729.21;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
513;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;494.82;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
514;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;366.88;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
515;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;290.65;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
516;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;WROUGHT;8;T;258.76;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
517;Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571;0.05;;0.35;0.2;;0.12;0.28;;;;;;;;;;FCC;CAST;7.5;T;280;12.04928355;4.751;1705.29;1.7362;1.553;0.142553709;2.613399893;255.08192;0.06455549
518;Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571;0.1;;0.35;0.2;;0.12;0.23;;;;;;;;;;FCC;WROUGHT;7.2;T;320;12.56506015;4.5075;1676.04;1.7392;1.5315;0.139195402;2.435360086;303.7744861;0.083575003
519;Al0.143 Cr0.343 Fe1 Mn0.8 Ni0.571;0.05;;0.35;0.2;;0.12;0.28;;;;;;;;;;FCC;CAST;7.5;T;1253;12.04928355;4.751;1705.29;1.7362;1.553;0.142553709;2.613399893;255.08192;0.06455549
520;Al0.286 Cr0.343 Fe1 Mn0.657 Ni0.571;0.1;;0.35;0.2;;0.12;0.23;;;;;;;;;;FCC;WROUGHT;7.2;T;1400;12.56506015;4.5075;1676.04;1.7392;1.5315;0.139195402;2.435360086;303.7744861;0.083575003
521;Co1 Cr1 Fe1 Mo0.15 Ni1;;0.241;0.241;0.241;;0.241;;;0.036;;;;;;;;FCC;CAST;8.3;T;489;12.39357018;2.95684;1895.368;1.83296;1.56983;0.116236992;0.358537326;248.9488794;0.057123542
522;Co1 Cr1 Fe1 Mo0.15 Ni1;;0.241;0.241;0.241;;0.241;;;0.036;;;;;;;;FCC;WROUGHT;8.3;T;1136;12.39357018;2.95684;1895.368;1.83296;1.56983;0.116236992;0.358537326;248.9488794;0.057123542
523;Co1 Cr1 Fe1 Mo0.15 Ni1;;0.241;0.241;0.241;;0.241;;;0.036;;;;;;;;FCC;WROUGHT;8.3;T;1301;12.39357018;2.95684;1895.368;1.83296;1.56983;0.116236992;0.358537326;248.9488794;0.057123542
524;Al1 Co1 Cu1 Fe1 Ni0.5;0.222;0.222;0.222;0.111;;;;;;;0.222;;;;;;FCC BCC;CAST;6.9;C;929;13.13405602;3.28116;1493.616;1.81485;1.43301;0.113682439;0.57408383;344.4219473;0.098430714
525;Al1 Co1 Cu1 Fe1 Ni0.8;0.208;0.208;0.208;0.167;;;;;;;0.208;;;;;;FCC BCC;CAST;7;C;1021;13.34013337;3.296;1508.162;1.82073;1.43651;0.112352612;0.558627232;338.0716272;0.095508035
526;Al1 Co1 Cu1 Fe1 Ni1;0.2;0.2;0.2;0.2;;;;;;;0.2;;;;;;FCC BCC;CAST;7;C;994;13.37442905;3.308;1518.2;1.826;1.44;0.111462998;0.549450635;334.165468;0.093685678
527;Al0.667 Co0.667 Cu0.667 Fe0.667 Ni1;0.182;0.182;0.182;0.273;;;;;;;0.182;;;;;;FCC BCC;CAST;7.2;C;680;13.25245864;3.3306;1538.628;1.83547;1.44599;0.109054707;0.527687916;324.331879;0.089559773
528;Al0.5 Co0.5 Cu0.5 Fe0.5 Ni1;0.167;0.167;0.167;0.333;;;;;;;0.167;;;;;;FCC BCC;CAST;7.3;C;544;12.97799058;3.3465;1554.213;1.84177;1.44974;0.10655742;0.508249754;314.9973138;0.086002115
529;Al0.333 Co0.333 Cu0.333 Fe0.333 Ni1;0.143;0.143;0.143;0.429;;;;;;;0.143;;;;;;FCC;CAST;7.5;C;268;12.26182788;3.37194;1579.149;1.85185;1.45574;0.101626896;0.474392681;297.7672083;0.079891057
530;Al0.5 Cr1 Fe1 Mn1 Ni1;0.111;;0.222;0.222;;0.222;0.222;;;;;;;;;;BCC B2;CAST;7.1;C;1091;13.13405602;4.48884;1697.967;1.72161;1.53402;0.138745691;2.390079448;341.2384239;0.090554414
531;Al0.6 Cr1 Fe1 Mn1 Ni1;0.13;;0.217;0.217;;0.217;0.217;;;;;;;;;;BCC B2;CAST;6.9;C;1130;13.22461201;4.4746;1679.784;1.71745;1.52484;0.138188019;2.363938271;355.2386842;0.096223824
532;Al0.7 Cr1 Fe1 Mn1 Ni1;0.149;;0.213;0.213;;0.213;0.213;;;;;;;;;;BCC B2;CAST;6.8;C;1170;13.30642165;4.47856;1668.783;1.72024;1.52198;0.137814252;2.342916308;368.2973372;0.101062535
533;Al0.8 Cr1 Fe1 Mn1 Ni1;0.167;;0.208;0.208;;0.208;0.208;;;;;;;;;;BCC B2;CAST;6.7;C;1200;13.34013337;4.46028;1649.667;1.71447;1.51162;0.137093806;2.31610989;379.2033266;0.105726695
534;Co1 Cr0.2 Fe1 Ni1 Si0.2;;0.294;0.294;0.294;0.059;0.059;;;;;;;;;;;FCC;CAST;7.8;T;225;11.74775148;3.10572;1783.755;1.86232;1.50701;0.059717816;0.702523794;94.33274604;0.071593039
535;Co1 Cr0.2 Fe1 Ni1 Si0.2;;0.294;0.294;0.294;0.059;0.059;;;;;;;;;;;FCC;WROUGHT;7.8;T;705;11.74775148;3.10572;1783.755;1.86232;1.50701;0.059717816;0.702523794;94.33274604;0.071593039
536;Co1 Cr0.2 Fe1 Ni1 Si0.2;;0.294;0.294;0.294;0.059;0.059;;;;;;;;;;;FCC;WROUGHT;7.8;T;320;11.74775148;3.10572;1783.755;1.86232;1.50701;0.059717816;0.702523794;94.33274604;0.071593039
537;Co1 Cr1 Fe1 Mo0.2 Ni1;;0.238;0.238;0.238;;0.238;;;0.048;;;;;;;;FCC;CAST;8.3;T;400;12.56751174;2.95912;1907.824;1.83728;1.57394;0.121751393;0.356877045;271.1324123;0.061209715
538;Cr1 Fe1 Ni1 Ti0.2;;;0.312;0.312;;0.312;;;;0.062;;;;;;;BCC ++;CAST;7.6;C;2297.94;10.49225962;3.08138;1887.758;1.78028;1.57864;0.11880542;0.292488786;169.29295;0.0517125
539;Cr1 Fe1 Ni1 Ti0.3;;;0.303;0.303;;0.303;;;;0.091;;;;;;;BCC ++;CAST;7.5;C;2364.63;10.83195157;3.08332;1893.187;1.77634;1.58729;0.124376864;0.289153208;167.0472329;0.054231489
540;Cr1 Fe1 Ni1 Ti0.4;;;0.294;0.294;;0.294;;;;0.118;;;;;;;BCC;CAST;7.4;C;2475.41;11.06806522;3.07936;1894.726;1.76932;1.59242;0.128918337;0.285724326;164.7825686;0.056341448
541;Cr1 Fe1 Ni1 Ti0.5;;;0.286;0.286;;0.286;;;;0.143;;;;;;;BCC;CAST;7.3;C;2380.79;11.23624416;3.07879;1898.039;1.76462;1.59874;0.132712243;0.282639671;162.7492597;0.058015851
542;Cr1 Fe1 Ni1 Ti0.6;;;0.278;0.278;;0.278;;;;0.167;;;;;;;BCC;CAST;7.2;C;1923.15;11.35579831;3.07527;1899.407;1.75838;1.6033;0.135910543;0.279429799;160.6595478;0.059447074
543;Al1 Cr1 Cu1 Fe1 Mn1;0.2;;0.2;;;0.2;0.2;;;;0.2;;;;;;OTHER;POWDER;6.5;C;1010;13.37442905;4.466;1549;1.71;1.492;0.13311649;2.265556002;405.5386541;0.114483804
544;Al1 Cr1 Cu1 Fe1 Mn1 W0.05;0.198;;0.198;;;0.198;0.198;;;;0.198;;;;;0.01;BCC ++;POWDER;6.7;C;1120;13.70605751;4.45294;1570.46;1.7165;1.49638;0.147395895;2.257942062;456.5190165;0.11725114
545;Al1 Cr1 Cu1 Fe1 Mn1 W0.1;0.196;;0.196;;;0.196;0.196;;;;0.196;;;;;0.02;BCC ++;POWDER;6.8;C;1250;13.9216455;4.43988;1591.92;1.723;1.50076;0.160145559;2.250226563;501.4345038;0.119851507
546;Al1 Cr1 Cu1 Fe1 Mn1 W0.5;0.182;;0.182;;;0.182;0.182;;;;0.182;;;;;0.091;BCC ++;POWDER;7.9;C;1510;14.69647378;4.35162;1745.835;1.77086;1.53335;0.226010189;2.193608573;728.4561302;0.134326166
547;Co0.2 Cu0.2 Fe0.2 Nb1 Ni0.2;;0.111;0.111;0.111;;;;0.556;;;0.111;;;;;;FCC ++;WROUGHT;8.6;C;1498;10.82275036;3.2223;2263.59;1.72432;1.7691;0.140626945;0.317438041;548.6979095;0.134265641
548;Co0.133 Cu0.133 Fe0.133 Nb1 Ni0.133;;0.087;0.087;0.087;;;;0.653;;;0.087;;;;;;FCC ++;WROUGHT;8.6;C;1635;9.374154863;3.2424;2369.772;1.69904;1.81668;0.134653687;0.282872405;524.3150573;0.125268662
549;Co0.086 Cu0.086 Fe0.086 Nb1 Ni0.086;;0.064;0.064;0.064;;;;0.744;;;0.064;;;;;;FCC ++;WROUGHT;8.6;C;1703;7.676135469;3.2552;2466.16;1.67168;1.8584;0.123189194;0.244077365;479.0265863;0.112086375
550;Co0.067 Cu0.067 Fe0.067 Nb1 Ni0.067;;0.053;0.053;0.053;;;;0.789;;;0.053;;;;;;FCC ++;WROUGHT;8.6;C;1415;6.728827393;3.2662;2516.312;1.66096;1.88128;0.115346723;0.222782904;448.2356977;0.10368714
551;Hf1 Ti1 Zr1;;;;;;;;;;0.333;;;0.333;;0.333;;OTHER;CAST;8.3;C;773;9.128644494;3.12021;2190.141;1.38861;1.9647;0.106726427;0.123625828;232.5945131;0.074465989
552;Al0.562 Co0.938 Cr0.312 Fe0.312 Ni1;0.18;0.3;0.1;0.32;;0.1;;;;;;;;;;;FCC BCC;CAST;7.1;C;1129.4;12.42337976;3.1836;1644.46;1.814;1.4672;0.11892855;0.567720917;352.2318106;0.097414882
553;Al0.581 Co0.968 Cr0.323 Fe0.323 Mo0.032 Ni1;0.18;0.3;0.1;0.31;;0.1;;;0.01;;;;;;;;FCC BCC;CAST;7.1;C;1159.7;12.79317024;3.1798;1656.16;1.8167;1.4713;0.124032697;0.566727412;373.533659;0.101449435
554;Al0.6 Co1 Cr0.333 Fe0.333 Mo0.067 Ni1;0.18;0.3;0.1;0.3;;0.1;;;0.02;;;;;;;;FCC BCC;CAST;7.1;C;1250.8;13.04507854;3.176;1667.86;1.8194;1.4754;0.128878392;0.565706638;393.3367011;0.105213209
555;Al0.6 Co1 Cr0.333 Fe0.333 Mo0.1 Ni0.967;0.18;0.3;0.1;0.29;;0.1;;;0.03;;;;;;;;FCC BCC;CAST;7.2;C;1198.3;13.25073441;3.1722;1679.56;1.8221;1.4795;0.133493783;0.564658445;411.8571918;0.108736027
556;Co1 Cr1 Cu1 Fe1 Ni1;;0.2;0.2;0.2;;0.2;;;;;0.2;;;;;;FCC;CAST;8.3;C;300;13.37442905;3.082;1757.6;1.836;1.536;0.092217135;0.418731417;246.4188304;0.046693805
557;Co1 Cr1 Cu1 Fe1 Ni1 V0.042;;0.198;0.198;0.198;;0.198;;;;;0.198;0.008;;;;;FCC ++;CAST;8.3;C;303;13.64435417;3.07542;1757.328;1.83068;1.53432;0.093643788;0.41670374;247.8540882;0.047637245
558;Co1 Cr1 Cu1 Fe1 Ni1 V0.087;;0.197;0.197;0.197;;0.197;;;;;0.197;0.017;;;;;FCC ++;CAST;8.3;C;307;13.87313357;3.08728;1768.007;1.83617;1.54203;0.095389054;0.4156792;250.1407973;0.048452195
559;Co1 Cr1 Cu1 Fe1 Ni1 V0.136;;0.195;0.195;0.195;;0.195;;;;;0.195;0.026;;;;;FCC ++;CAST;8.3;C;330;14.0337448;3.08373;1769.898;1.83248;1.54206;0.096795829;0.413558433;251.7327999;0.049320997
560;Co1 Cr1 Cu1 Fe1 Ni1 V0.19;;0.193;0.193;0.193;;0.193;;;;;0.193;0.037;;;;;FCC ++;CAST;8.2;C;616;14.2057023;3.08624;1776.115;1.83205;1.54551;0.098650453;0.411501661;253.9014154;0.0503373
561;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;CAST;9.9;T;1155;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
562;Nb1 Ta1 Ti1 Zr1;;;;;;;;0.25;;0.25;;;0.25;0.25;;;BCC;CAST;8.9;T;1144;11.52010614;3.195;2527;1.4925;1.95;0.100343161;0.144308697;531.7203212;0.058245214
563;Nb1 Ta1 Ti1;;;;;;;;0.333;;0.333;;;;0.333;;;BCC;CAST;10;T;620;9.128644494;3.18015;2657.34;1.54512;1.91142;0.04110462;0.164939757;553.0944969;0.056864786
564;Nb1 Ti1 Zr1;;;;;;;;0.333;;0.333;;;0.333;;;;BCC;CAST;6.5;T;956;9.128644494;3.15684;2269.395;1.48851;1.9314;0.11571006;0.151174653;340.7010263;0.065648376
565;Nb1 Ta0.667 Ti0.667 Zr0.333;;;;;;;;0.375;;0.25;;;0.125;0.25;;;BCC ++;CAST;9.2;T;822;10.97658213;3.20375;2603.75;1.52625;1.94;0.084103731;0.148234401;512.5562774;0.055036486
566;Co1 Cr1 Fe1 Mn1 Ni1;;0.2;0.2;0.2;;0.2;0.2;;;;;;;;;;FCC;POWDER;8;C;1100;13.37442905;4.142;1790;1.766;1.568;0.138361844;2.406054031;197.2247449;0.038981395
567;Hf1 Mo1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.167;0.167;0.167;;;0.167;0.167;0.167;;BCC;CAST;9.9;C;1512;14.90266362;3.19137;2589.836;1.57815;1.96726;0.291612744;0.119837006;456.4901008;0.05496999
568;Hf1 Mo1 Ta1 Ti1 Zr1;;;;;;;;;0.2;0.2;;;0.2;0.2;0.2;;BCC;CAST;10.2;C;1600;13.37442905;3.162;2553.2;1.57;1.96;0.318873015;0.118220134;493.5461073;0.060195433
569;Hf1 Mo1 Nb1 Ti1 Zr1;;;;;;;;0.2;0.2;0.2;;;0.2;;0.2;;BCC;CAST;8.7;C;1351;13.37442905;3.162;2443;1.59;1.956;0.316985804;0.118220134;359.321583;0.059761306
570;Hf1 Mo1 Nb1 Ta1 Zr1;;;;;;;;0.2;0.2;;;;0.2;0.2;0.2;;BCC;CAST;10.9;C;1524;13.37442905;3.232;2712.6;1.582;2.004;0.31864714;0.062417946;389.0077634;0.031811133
571;Hf1 Mo1 Nb1 Ta1 Ti1;;;;;;;;0.2;0.2;0.2;;;;0.2;0.2;;BCC;CAST;10.8;C;1369;13.37442905;3.176;2676;1.624;1.944;0.295675498;0.129089117;446.6296005;0.05574575
572;Al0.267 Co1 Cr0.667 Fe0.667 Ni0.667 Ti0.2;0.077;0.288;0.192;0.192;;0.192;;;;0.058;;;;;;;FCC BCC;POWDER;7.3;C;2012;13.89115272;2.98874;1781.323;1.79153;1.53502;0.12149724;0.457987823;284.7541976;0.082952066
573;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;T;1438;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
574;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;T;1159;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
575;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;T;1134;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
576;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;T;1094;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
577;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;T;1071;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
578;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;T;1107;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
579;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;T;1115;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
580;Hf1 Nb1 Ta1 Ti1 Zr1;;;;;;;;0.2;;0.2;;;0.2;0.2;0.2;;BCC;OTHER;9.9;T;1114;13.37442905;3.194;2522.4;1.454;1.976;0.118253964;0.129089117;475.6740901;0.057754424
581;Al1 Nb1 Ti1 Zr1;0.25;;;;;;;0.25;;0.25;;;0.25;;;;OTHER;CAST;5.7;C;1509;11.52010614;3.38;1937;1.52;1.745;0.112915898;0.402926792;650.4971176;0.197250416
582;Al1 Nb1 Ti1 Zr1;0.25;;;;;;;0.25;;0.25;;;0.25;;;;OTHER;ANNEAL;5.7;C;1579;11.52010614;3.38;1937;1.52;1.745;0.112915898;0.402926792;650.4971176;0.197250416
583;Al1 Cr1 Fe1 Mo0.5 Ni1;0.222;;0.222;0.222;;0.222;;;0.111;;;;;;;;BCC B2;CAST;6.8;C;1914.1;13.13405602;3.3078;1785.99;1.7982;1.51848;0.176870113;0.460202802;570.4994072;0.142162282
584;Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25;0.211;;0.211;0.211;;0.211;;;0.105;0.053;;;;;;;BCC B2;CAST;6.6;C;2161.7;14.17279821;3.29868;1799.132;1.78963;1.53557;0.181820005;0.4559167;556.7658597;0.141365449
585;Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4;0.204;;0.204;0.204;;0.204;;;0.102;0.082;;;;;;;BCC B2;CAST;6.5;C;2185.1;14.41844133;3.2815;1800.67;1.77868;1.53968;0.183935471;0.45212913;548.5781158;0.141037856
586;Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.5;0.2;;0.2;0.2;;0.2;;;0.1;0.1;;;;;;;BCC B2;CAST;6.5;C;2228.7;14.52643967;3.275;1803.5;1.774;1.544;0.185105375;0.450027777;543.5417647;0.140655921
587;Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.6;0.196;;0.196;0.196;;0.196;;;0.098;0.118;;;;;;;BCC B2;CAST;6.4;C;1314.5;14.60437449;3.2685;1806.33;1.76932;1.54832;0.186150309;0.44782223;538.4434354;0.140220609
588;Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.75;0.19;;0.19;0.19;;0.19;;;0.095;0.143;;;;;;;BCC B2;CAST;6.4;C;618.8;14.65797897;3.25285;1806.685;1.75922;1.55128;0.187256726;0.444147848;530.6540251;0.139673739
